LCSC Part Number,Manufacture Part Number,Manufacturer,Customer NO.,Package,Description,RoHS,Quantity,Unit Price($),Ext.Price($),Estimated lead time (business days),Updated lead time,Date Code / Lot No.
C319539,AR06BTCV0510,Viking Tech,,1206,250mW 51Ω 200V Thin Film Resistor ±25ppm/℃ ±0.1% 1206 Chip Resistor - Surface Mount RoHS,YES,70,0.0666,4.66,,,
C375483,E6C1204CWAY1UDA,EKINGLUX,,"SMD-3P,3.2x1.5mm","White LED Indication - Discrete 3V SMD-3P,3.2x1.5mm",YES,70,0.0412,2.88,,,
